Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,team
1,Dejounte Murray,26,74,74,36.4,8.3,17.8,0.464,1.8,5.2,0.344,6.5,12.6,0.514,0.514,2.1,2.6,0.832,0.7,4.5,5.3,6.1,1.5,0.3,2.2,1.4,20.5,ATL
2,Trae Young,24,73,73,34.8,8.2,19,0.429,2.1,6.3,0.335,6.1,12.7,0.476,0.485,7.8,8.8,0.886,0.8,2.2,3,10.2,1.1,0.1,4.1,1.4,26.2,ATL
3,De'Andre Hunter,25,67,67,31.7,5.7,12.3,0.461,1.5,4.3,0.35,4.2,8,0.521,0.522,2.6,3.1,0.826,0.7,3.6,4.2,1.4,0.5,0.3,1.2,3,15.4,ATL
4,John Collins,25,71,71,30,5.1,10,0.508,1,3.4,0.292,4.1,6.6,0.619,0.557,2,2.5,0.803,1.1,5.4,6.5,1.2,0.6,1,1.1,3.1,13.1,ATL
5,Bogdan Bogdanović,30,54,9,27.9,5.1,11.3,0.447,2.7,6.7,0.406,2.4,4.6,0.506,0.566,1.2,1.4,0.831,0.4,2.6,3.1,2.8,0.8,0.3,1.2,1.6,14,ATL
6,Clint Capela,28,65,63,26.6,5.4,8.2,0.653,0,0,0,5.4,8.2,0.654,0.653,1.2,2,0.603,4,7.1,11,0.9,0.7,1.2,0.8,2.1,12,ATL
7,Saddiq Bey,23,25,7,25.2,4.3,9.2,0.47,2,5,0.4,2.3,4.2,0.552,0.578,1,1.2,0.862,1.6,3.2,4.8,1.4,0.8,0,0.7,1.5,11.6,ATL
8,Onyeka Okongwu,22,80,18,23.1,4,6.2,0.638,0.1,0.2,0.308,3.9,6.1,0.647,0.642,1.9,2.5,0.781,2.7,4.5,7.2,1,0.7,1.3,1,3.1,9.9,ATL
9,AJ Griffin,19,72,12,19.5,3.4,7.4,0.465,1.4,3.6,0.39,2,3.8,0.536,0.56,0.6,0.7,0.894,0.5,1.6,2.1,1,0.6,0.2,0.6,1.2,8.9,ATL
10,Jalen Johnson,21,70,6,14.9,2.3,4.6,0.491,0.4,1.5,0.288,1.8,3.1,0.587,0.537,0.7,1.1,0.628,0.7,3.3,4,1.2,0.5,0.5,0.6,1.6,5.6,ATL
11,Justin Holiday,33,28,0,14.7,1.7,4.5,0.384,1.1,3.1,0.345,0.6,1.4,0.474,0.504,0,0,NA,0.1,0.8,0.8,0.9,0.2,0.4,0.4,1.3,4.5,ATL
12,Jarrett Culver,23,10,1,13.7,1.7,4.3,0.395,0.1,1.2,0.083,1.6,3.1,0.516,0.407,0.9,1.3,0.692,1,2.8,3.8,0.6,0.6,0.2,0.7,1.4,4.4,ATL
13,Aaron Holiday,26,63,6,13.4,1.5,3.5,0.418,0.6,1.4,0.409,0.9,2.1,0.424,0.5,0.4,0.5,0.844,0.4,0.8,1.2,1.4,0.6,0.2,0.6,1.3,3.9,ATL
14,Trent Forrest,24,23,3,12,1.1,2.6,0.417,0,0.1,0,1.1,2.5,0.431,0.417,0.1,0.1,0.667,0.2,1.4,1.6,1.7,0.3,0.1,0.7,0.7,2.3,ATL
15,Garrison Mathews,26,9,0,9.3,1.4,3.4,0.419,1.1,2.8,0.4,0.3,0.7,0.5,0.581,0.8,0.9,0.875,0.1,1.1,1.2,0.3,0.1,0.1,0.1,0.7,4.8,ATL
16,Frank Kaminsky,29,26,0,6.8,1,1.7,0.568,0.4,0.9,0.478,0.5,0.8,0.667,0.693,0.4,0.5,0.833,0.1,1.3,1.4,0.8,0.2,0,0.3,0.8,2.7,ATL
17,Vit Krejci,22,29,0,5.7,0.5,1.3,0.405,0.2,0.7,0.238,0.3,0.6,0.625,0.473,0,0.1,0.5,0.2,0.7,0.9,0.6,0.2,0,0.2,0.6,1.2,ATL
18,Bruno Fernando,24,8,0,5.1,1.4,2.4,0.579,0,0.4,0,1.4,2,0.688,0.579,0.6,0.8,0.833,0.8,1.1,1.9,0.1,0,0.4,0.6,0.8,3.4,ATL
19,Tyrese Martin,23,16,0,4.1,0.6,1.4,0.391,0.1,0.4,0.143,0.5,1,0.5,0.413,0.1,0.1,1,0.3,0.4,0.8,0.1,0.1,0,0.1,0.1,1.3,ATL
20,Donovan Williams,21,2,0,2,1,2.5,0.4,0,1,0,1,1.5,0.667,0.4,0,0,NA,0,1,1,0,0,0,0,0,2,ATL
1,Jayson Tatum,24,74,74,36.9,9.8,21.1,0.466,3.2,9.3,0.35,6.6,11.8,0.558,0.543,7.2,8.4,0.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,BOS
2,Jaylen Brown,26,67,67,35.9,10.1,20.6,0.491,2.4,7.3,0.335,7.7,13.4,0.576,0.55,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,BOS
3,Marcus Smart,28,61,61,32.1,4.1,9.9,0.415,1.9,5.6,0.336,2.2,4.3,0.519,0.511,1.4,1.9,0.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5,BOS
4,Al Horford,36,63,63,30.5,3.6,7.6,0.476,2.3,5.2,0.446,1.3,2.4,0.539,0.627,0.2,0.3,0.714,1.2,5,6.2,3,0.5,1,0.6,1.9,9.8,BOS
5,Derrick White,28,82,70,28.3,4.3,9.2,0.462,1.8,4.8,0.381,2.5,4.5,0.548,0.56,2,2.3,0.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2,12.4,BOS
6,Malcolm Brogdon,30,67,0,26,5.3,10.9,0.484,2,4.4,0.444,3.3,6.5,0.51,0.574,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,BOS
7,Grant Williams,24,79,23,25.9,2.7,6,0.454,1.5,3.7,0.395,1.3,2.3,0.546,0.575,1.2,1.5,0.77,1.1,3.5,4.6,1.7,0.5,0.4,1,2.4,8.1,BOS
8,Robert Williams,25,35,20,23.5,3.6,4.9,0.747,0,0,0,3.6,4.8,0.751,0.747,0.7,1.2,0.61,3,5.4,8.3,1.4,0.6,1.4,1,1.9,8,BOS
9,Mike Muscala,31,20,4,16.2,2.1,4.5,0.472,1.3,3.3,0.385,0.9,1.2,0.708,0.612,0.5,0.7,0.692,0.7,2.7,3.4,0.6,0.2,0.3,0.5,1.4,5.9,BOS
10,Sam Hauser,25,80,8,16.1,2.3,5,0.455,1.8,4.2,0.418,0.5,0.8,0.656,0.631,0.2,0.2,0.706,0.4,2.1,2.6,0.9,0.4,0.3,0.4,1.2,6.4,BOS
11,Blake Griffin,33,41,16,13.9,1.5,3.2,0.485,0.6,1.6,0.348,1,1.6,0.625,0.573,0.5,0.8,0.656,1.1,2.6,3.8,1.5,0.3,0.2,0.5,1.8,4.1,BOS
12,Payton Pritchard,25,48,3,13.4,2.1,5.1,0.412,1.2,3.2,0.364,0.9,1.9,0.495,0.527,0.3,0.3,0.75,0.5,1.3,1.8,1.3,0.3,0,0.8,0.8,5.6,BOS
13,Luke Kornet,27,69,0,11.7,1.6,2.5,0.665,0,0.2,0.231,1.6,2.3,0.701,0.674,0.5,0.6,0.821,1.2,1.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,BOS
14,Justin Champagnie,21,2,0,11.5,1,6,0.167,0.5,2.5,0.2,0.5,3.5,0.143,0.208,0,0,NA,1,1,2,1.5,0.5,0,0,0.5,2.5,BOS
15,Mfiondu Kabengele,25,4,0,9,0.5,1.8,0.286,0,0.8,0,0.5,1,0.5,0.286,0.5,0.5,1,1.3,1.3,2.5,0,0.5,0,0.3,0.8,1.5,BOS
16,Noah Vonleh,27,23,1,7.4,0.5,1,0.458,0,0.2,0.25,0.4,0.9,0.5,0.479,0.1,0.1,1,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1,BOS
17,JD Davison,20,12,0,5.5,0.7,1.6,0.421,0.2,0.6,0.286,0.5,1,0.5,0.474,0.1,0.2,0.5,0.2,0.6,0.8,0.9,0.2,0.2,0.3,0.4,1.6,BOS
18,Justin Jackson,27,23,0,4.7,0.3,1.2,0.259,0.2,0.9,0.25,0.1,0.3,0.286,0.352,0,0.1,0.5,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9,BOS
1,Kyrie Irving,30,40,40,37,10,20.5,0.486,3.3,8.7,0.374,6.7,11.8,0.569,0.565,4,4.5,0.883,1,4.2,5.1,5.3,1,0.8,2.3,2.7,27.1,BRK
2,Kevin Durant,34,39,39,36,10.5,18.8,0.559,1.8,4.8,0.376,8.7,14,0.622,0.607,6.8,7.3,0.934,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.7,BRK
3,Spencer Dinwiddie,29,26,26,35.3,5.5,13.7,0.404,1.7,5.7,0.289,3.9,8,0.488,0.465,3.8,4.7,0.797,0.3,3.8,4.1,9.1,1.1,0.3,2.1,2.4,16.5,BRK
4,RaiQuan Gray,23,1,0,35,6,12,0.5,2,5,0.4,4,7,0.571,0.583,2,2,1,3,6,9,7,0,1,4,5,16,BRK
5,Mikal Bridges,26,27,27,34.2,8.9,18.6,0.475,2.5,6.7,0.376,6.3,11.9,0.531,0.543,5.9,6.6,0.894,0.9,3.6,4.5,2.7,1,0.6,1.8,1.6,26.1,BRK
6,Royce O'Neale,29,76,53,31.7,3,7.8,0.386,2.1,5.5,0.389,0.9,2.3,0.379,0.524,0.7,0.9,0.725,0.7,4.3,5.1,3.7,0.9,0.6,1.5,3.1,8.8,BRK
7,Cameron Johnson,26,25,25,30.8,5.6,12,0.468,2.3,6.2,0.372,3.3,5.8,0.572,0.565,3,3.5,0.851,0.8,4,4.8,2.1,1.4,0.3,1.1,2.2,16.6,BRK
8,Nic Claxton,23,76,76,29.9,5.4,7.7,0.705,0,0,0,5.4,7.7,0.708,0.705,1.8,3.2,0.541,2.4,6.8,9.2,1.9,0.9,2.5,1.3,2.8,12.6,BRK
9,Dorian Finney-Smith,29,26,26,27.7,2.6,7.3,0.351,1.4,4.7,0.306,1.2,2.7,0.429,0.448,0.6,0.7,0.789,1.8,3.1,4.9,1.6,0.7,0.6,1,2.5,7.2,BRK
10,Ben Simmons,26,42,33,26.3,3.2,5.6,0.566,0,0,0,3.2,5.5,0.571,0.566,0.6,1.4,0.439,1,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,BRK
11,Joe Harris,31,74,33,20.6,2.7,5.9,0.457,1.9,4.5,0.426,0.8,1.4,0.551,0.618,0.2,0.4,0.643,0.3,1.9,2.2,1.4,0.5,0.2,0.6,1.9,7.6,BRK
12,Seth Curry,32,61,7,19.9,3.4,7.4,0.463,1.5,3.8,0.405,1.9,3.6,0.525,0.568,0.8,0.9,0.927,0.2,1.4,1.6,1.6,0.6,0.1,0.8,1.6,9.2,BRK
13,T.J. Warren,29,26,0,18.8,3.9,7.7,0.51,0.6,1.8,0.333,3.3,5.8,0.566,0.55,1,1.3,0.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5,BRK
14,Cam Thomas,21,57,4,16.6,3.5,8,0.441,0.9,2.3,0.383,2.6,5.7,0.464,0.497,2.6,3.1,0.868,0.1,1.5,1.7,1.4,0.4,0.1,1.1,1,10.6,BRK
15,Yuta Watanabe,28,58,1,16,2,4,0.491,1,2.3,0.444,0.9,1.7,0.557,0.621,0.6,0.8,0.723,0.5,1.9,2.4,0.8,0.4,0.3,0.4,1.4,5.6,BRK
16,Nerlens Noel,28,3,1,14.3,0.3,2,0.167,0,0,NA,0.3,2,0.167,0.167,0.3,0.7,0.5,1,2,3,1,1,0.3,1.7,2.3,1,BRK
17,Patty Mills,34,40,2,14.2,2.2,5.2,0.411,1.2,3.4,0.366,0.9,1.9,0.493,0.529,0.6,0.8,0.833,0.2,0.9,1.1,1.4,0.4,0.1,0.8,0.8,6.2,BRK
18,Edmond Sumner,27,53,12,13.9,2.3,5.1,0.461,0.6,1.6,0.356,1.8,3.4,0.511,0.519,1.9,2,0.917,0.2,1.2,1.5,1.3,0.6,0.2,0.9,1.6,7.1,BRK
19,Day'Ron Sharpe,21,48,3,11.5,1.9,3.6,0.544,0.1,0.2,0.545,1.8,3.3,0.544,0.561,0.7,1.1,0.636,2.1,2.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7,BRK
20,Markieff Morris,33,27,1,10.6,1.2,3,0.402,0.7,1.8,0.408,0.5,1.2,0.394,0.524,0.4,0.4,1,0.5,1.7,2.2,0.9,0.3,0.2,0.5,1.2,3.6,BRK
21,David Duke Jr.,23,23,0,9.9,1.6,3.4,0.462,0,0.5,0.083,1.5,2.9,0.53,0.468,0.5,0.7,0.706,0.5,0.8,1.3,0.9,0.4,0,0.8,1.3,3.7,BRK
22,Dru Smith,25,10,0,9.1,1.3,3.1,0.419,0.4,1.3,0.308,0.9,1.8,0.5,0.484,0.3,0.3,1,0.1,1.4,1.5,1.7,0.6,0.1,0.2,1.3,3.3,BRK
23,Kessler Edwards,22,14,1,5.6,0.4,1.7,0.25,0.1,0.9,0.167,0.3,0.9,0.333,0.292,0.1,0.1,0.5,0.4,0.6,1,0.1,0.2,0.1,0.3,0.2,1.1,BRK
24,Alondes Williams,23,1,0,5,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,1,1,0,0,0,2,1,0,BRK
25,Moses Brown,23,2,0,3,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0.5,0,0.5,0.5,0,BRK
1,Terry Rozier,28,63,63,35.3,7.8,18.9,0.415,2.6,8,0.327,5.2,10.8,0.48,0.484,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1,CHO
2,LaMelo Ball,21,36,36,35.2,8.2,20,0.411,4,10.6,0.376,4.2,9.4,0.45,0.51,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,CHO
3,P.J. Washington,24,73,73,32.6,5.9,13.4,0.444,2,5.9,0.348,3.9,7.5,0.518,0.52,1.7,2.4,0.73,1,3.9,4.9,2.4,0.9,1.1,1.5,2.6,15.7,CHO
4,Kelly Oubre Jr.,27,48,40,32.3,7.4,17.1,0.431,2.3,7.1,0.319,5.1,10,0.51,0.497,3.3,4.3,0.76,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9,20.3,CHO
5,Gordon Hayward,32,50,50,31.5,5.5,11.6,0.475,1,3.2,0.325,4.5,8.4,0.532,0.52,2.6,3.2,0.811,0.7,3.6,4.3,4.1,0.8,0.2,2,1.4,14.7,CHO
6,Mason Plumlee,32,56,56,28.5,4.7,7.1,0.669,0,0,NA,4.7,7.1,0.669,0.669,2.8,4.6,0.605,3.3,6.3,9.7,3.7,0.6,0.6,1.6,2.9,12.2,CHO
7,Jalen McDaniels,25,56,21,26.7,3.9,8.8,0.447,1.2,3.6,0.322,2.8,5.2,0.534,0.513,1.6,1.9,0.846,0.8,4,4.8,2,1.2,0.5,1.4,2.8,10.6,CHO
8,Dennis Smith Jr.,25,54,15,25.7,3.4,8.4,0.412,0.4,2.1,0.216,3,6.3,0.475,0.438,1.4,2,0.736,0.5,2.6,3.1,4.8,1.4,0.5,1.5,2.3,8.8,CHO
9,Svi Mykhailiuk,25,19,8,22.5,3.7,8.5,0.441,1.9,4.7,0.404,1.8,3.8,0.486,0.553,1.2,1.8,0.676,0.8,1.6,2.4,2.7,0.7,0.2,1.2,1.2,10.6,CHO
10,Théo Maledon,21,44,7,19.4,2.3,5.8,0.402,0.6,2.2,0.295,1.7,3.6,0.465,0.457,1.4,1.7,0.851,0.3,2.5,2.8,3.5,0.8,0.3,1.3,1.4,6.7,CHO
11,Mark Williams,21,43,17,19.3,3.7,5.8,0.637,0,0,NA,3.7,5.8,0.637,0.637,1.6,2.3,0.691,2.2,4.9,7.1,0.4,0.7,1,0.9,2.2,9,CHO
12,Cody Martin,27,7,0,19.1,2,5.1,0.389,0.4,2,0.214,1.6,3.1,0.5,0.431,0.6,1,0.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5,CHO
13,Nick Richards,25,65,9,18.7,3,4.8,0.629,0,0,1,3,4.8,0.628,0.631,2.1,2.8,0.749,2.3,4.1,6.4,0.6,0.2,1.1,0.9,2.4,8.2,CHO
14,Bryce McGowens,20,46,7,17.1,1.7,4.4,0.396,0.6,1.7,0.325,1.2,2.7,0.443,0.46,1.3,1.7,0.75,0.4,1.6,2,1.2,0.3,0.1,0.9,1,5.3,CHO
15,James Bouknight,22,34,0,15.1,2,5.7,0.358,1,3.2,0.303,1.1,2.5,0.429,0.443,0.6,0.9,0.667,0.2,1.9,2.1,1.2,0.4,0.1,0.9,1.4,5.6,CHO
16,JT Thor,20,69,8,14,1.4,3.4,0.399,0.6,1.8,0.317,0.8,1.7,0.487,0.481,0.5,0.7,0.702,0.5,1.7,2.2,0.5,0.3,0.3,0.6,1,3.8,CHO
17,Xavier Sneed,25,4,0,12,1.3,2.5,0.5,0.8,1.5,0.5,0.5,1,0.5,0.65,1,1,1,0,1.3,1.3,1.3,0,0.3,0.8,1.8,4.3,CHO
18,Kai Jones,22,46,0,12,1.5,2.6,0.558,0.1,0.4,0.211,1.4,2.2,0.624,0.575,0.4,0.6,0.731,0.8,1.9,2.7,0.3,0.4,0.7,0.7,1.4,3.4,CHO
19,Kobi Simmons,25,5,0,5.6,0.2,1.2,0.167,0.2,1,0.2,0,0.2,0,0.25,0.4,0.4,1,0.2,0.6,0.8,1,0,0.4,0.2,0,1,CHO
1,DeMar DeRozan,33,74,74,36.2,8.9,17.6,0.504,0.6,1.9,0.324,8.3,15.7,0.526,0.522,6.2,7.1,0.872,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5,24.5,CHI
2,Zach LaVine,27,77,77,35.9,8.7,18,0.485,2.6,7.1,0.375,6.1,11,0.556,0.558,4.7,5.6,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,CHI
3,Nikola Vučević,32,82,82,33.5,7.3,14,0.52,1.5,4.2,0.349,5.8,9.8,0.594,0.573,1.6,1.9,0.835,1.9,9.1,11,3.2,0.7,0.7,1.7,2.2,17.6,CHI
4,Patrick Williams,21,82,65,28.3,3.8,8.3,0.464,1.4,3.4,0.415,2.4,4.9,0.498,0.549,1.1,1.3,0.857,1,3,4,1.2,0.9,0.9,1.2,1.8,10.2,CHI
5,Patrick Beverley,34,22,22,27.5,2.1,5.4,0.395,1.1,3.7,0.309,1,1.7,0.579,0.5,0.4,0.7,0.533,0.9,4,4.9,3.5,1,0.7,0.8,2.9,5.8,CHI
6,Ayo Dosunmu,23,80,51,26.2,3.5,7.1,0.493,0.7,2.4,0.312,2.8,4.8,0.583,0.545,0.8,1,0.805,0.6,2.2,2.8,2.6,0.8,0.3,1.2,2.3,8.6,CHI
7,Alex Caruso,28,67,36,23.5,1.9,4.3,0.455,0.8,2.3,0.364,1.1,2,0.556,0.551,0.9,1.1,0.808,0.6,2.3,2.9,2.9,1.5,0.7,1.1,2.4,5.6,CHI
8,Coby White,22,74,2,23.4,3.6,8,0.443,1.7,4.6,0.372,1.8,3.4,0.54,0.551,0.8,0.9,0.871,0.2,2.6,2.9,2.8,0.7,0.1,1,1.6,9.7,CHI
9,Goran Dragić,36,51,0,15.4,2.5,5.9,0.425,0.9,2.5,0.352,1.6,3.4,0.48,0.5,0.5,0.8,0.659,0.3,1.1,1.4,2.7,0.2,0.1,1.1,1.2,6.4,CHI
10,Javonte Green,29,32,1,15,1.9,3.4,0.565,0.4,1.1,0.371,1.5,2.3,0.658,0.625,0.9,1.4,0.667,0.8,1.9,2.8,0.7,0.8,0.7,0.6,1.6,5.2,CHI
11,Derrick Jones Jr.,25,64,0,14,1.8,3.6,0.5,0.4,1.3,0.338,1.4,2.3,0.587,0.559,1,1.3,0.738,0.9,1.5,2.4,0.5,0.5,0.6,0.4,1.3,5,CHI
12,Andre Drummond,29,67,0,12.7,2.5,4.1,0.606,0,0,0,2.5,4,0.613,0.606,1,1.9,0.536,2.1,4.6,6.6,0.5,0.7,0.4,1.1,1.7,6,CHI
13,Carlik Jones,25,7,0,8,0.9,2.1,0.4,0.4,0.9,0.5,0.4,1.3,0.333,0.5,0.7,1.1,0.625,0.1,0.6,0.7,0.9,0.3,0,0.3,0.3,2.9,CHI
14,Terry Taylor,23,5,0,7.2,1.8,2,0.9,0.2,0.2,1,1.6,1.8,0.889,0.95,0.2,0.8,0.25,1,0.6,1.6,0,0,0.2,0,0.4,4,CHI
15,Dalen Terry,20,38,0,5.6,0.8,1.9,0.444,0.2,0.7,0.259,0.7,1.2,0.556,0.493,0.4,0.6,0.667,0.3,0.7,1,0.6,0.3,0.1,0.2,0.6,2.2,CHI
16,Marko Simonovic,23,7,0,2.9,0.3,1,0.286,0.1,0.6,0.25,0.1,0.4,0.333,0.357,0.1,0.3,0.5,0.1,0.1,0.3,0,0,0,0,0.7,0.9,CHI
17,Tony Bradley,25,12,0,2.8,0.5,1,0.5,0.3,0.4,0.6,0.3,0.6,0.429,0.625,0.3,0.3,1,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6,CHI
18,Malcolm Hill,27,5,0,1.8,0.4,0.8,0.5,0.2,0.6,0.333,0.2,0.2,1,0.625,0,0,NA,0,0.6,0.6,0,0,0,0,0.2,1,CHI
1,Donovan Mitchell,26,68,68,35.8,10,20.6,0.484,3.6,9.3,0.386,6.4,11.3,0.566,0.572,4.7,5.4,0.867,0.9,3.3,4.3,4.4,1.5,0.4,2.6,2.5,28.3,CLE
2,Darius Garland,23,69,69,35.5,7.6,16.4,0.462,2.4,6,0.41,5.1,10.4,0.492,0.537,4,4.7,0.863,0.4,2.3,2.7,7.8,1.2,0.1,2.9,2.1,21.6,CLE
3,Evan Mobley,21,79,79,34.4,6.6,12,0.554,0.3,1.3,0.216,6.4,10.7,0.595,0.566,2.6,3.8,0.674,2.4,6.6,9,2.8,0.8,1.5,1.8,2.8,16.2,CLE
4,Jarrett Allen,24,68,68,32.6,5.9,9.2,0.644,0,0.1,0.1,5.9,9.1,0.653,0.645,2.4,3.3,0.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3,14.3,CLE
5,Caris LeVert,28,74,30,30.2,4.3,10,0.431,1.7,4.4,0.392,2.6,5.6,0.462,0.517,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1,0.3,1.6,2.3,12.1,CLE
6,Isaac Okoro,22,76,46,21.7,2.3,4.7,0.494,0.8,2.3,0.363,1.5,2.4,0.617,0.582,1,1.4,0.757,0.7,1.8,2.5,1.1,0.7,0.4,0.6,2.1,6.4,CLE
7,Dean Wade,26,44,13,20.3,1.7,4,0.412,1,2.9,0.354,0.6,1.1,0.56,0.54,0.3,0.5,0.652,0.5,3,3.4,0.8,0.6,0.5,0.4,2,4.7,CLE
8,Cedi Osman,27,77,2,20.1,3.1,6.9,0.451,1.5,4.1,0.372,1.6,2.8,0.564,0.56,1,1.4,0.694,0.3,2,2.3,1.5,0.5,0.1,0.7,1.6,8.7,CLE
9,Kevin Love,34,41,3,20,2.7,7,0.389,1.7,4.8,0.354,1,2.2,0.467,0.511,1.4,1.5,0.889,1,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5,CLE
10,Lamar Stevens,25,62,25,18.1,2.1,4.6,0.448,0.5,1.5,0.316,1.6,3.1,0.513,0.5,0.6,0.9,0.702,0.8,2.6,3.3,0.5,0.4,0.3,0.4,1.3,5.3,CLE
11,Ricky Rubio,32,33,2,17.2,1.8,5.4,0.343,0.6,2.5,0.256,1.2,2.9,0.417,0.402,0.8,1.1,0.8,0.3,1.8,2.1,3.5,0.8,0.2,0.9,1.5,5.2,CLE
12,Danny Green,35,8,0,11.9,2.4,4.8,0.5,1.6,3.6,0.448,0.8,1.1,0.667,0.671,0.1,0.1,1,0.3,1,1.3,0.5,0.6,0.4,0.9,1.3,6.5,CLE
13,Sam Merrill,26,5,0,11.8,1.8,4.4,0.409,1,3.6,0.278,0.8,0.8,1,0.523,0.4,0.4,1,0,1.8,1.8,1,0.8,0,0,0.6,5,CLE
14,Raul Neto,30,48,1,10.5,1.2,2.3,0.518,0.3,0.9,0.286,0.9,1.4,0.662,0.573,0.6,0.7,0.912,0.2,0.8,1,1.6,0.4,0.1,0.5,1,3.3,CLE
15,Robin Lopez,34,37,2,8.1,1.3,2,0.64,0.1,0.1,0.5,1.2,1.9,0.648,0.653,0.4,0.5,0.778,0.6,0.8,1.4,0.5,0.1,0.2,0.7,1.2,3,CLE
16,Mamadi Diakite,26,22,2,8,1.1,2.3,0.48,0.3,1,0.333,0.8,1.3,0.586,0.55,0.1,0.1,1,0.4,1,1.4,0.4,0.2,0.4,0.5,1.2,2.6,CLE
17,Isaiah Mobley,23,13,0,6.5,0.9,2.2,0.429,0.2,0.6,0.375,0.7,1.5,0.45,0.482,0.3,0.3,1,0.3,1.2,1.5,0.2,0.3,0.2,0.1,0.6,2.4,CLE
18,Dylan Windler,26,3,0,3.3,0.7,1,0.667,0.3,0.7,0.5,0.3,0.3,1,0.833,0,0,NA,0,0,0,0.3,0.3,0,0.3,0,1.7,CLE
1,Kyrie Irving,30,20,20,38.2,9.8,19.2,0.51,2.9,7.4,0.392,6.9,11.8,0.585,0.586,4.5,4.7,0.947,1.1,4,5,6,1.3,0.6,1.9,2.8,27,DAL
2,Luka Dončić,23,66,66,36.2,10.9,22,0.496,2.8,8.2,0.342,8.1,13.8,0.588,0.56,7.8,10.5,0.742,0.8,7.8,8.6,8,1.4,0.5,3.6,2.5,32.4,DAL
3,Spencer Dinwiddie,29,53,53,34.1,6,13.1,0.455,2.6,6.4,0.405,3.4,6.7,0.504,0.555,3.2,3.9,0.821,0.4,2.7,3.1,5.3,0.7,0.3,1.7,2.3,17.7,DAL
4,Dorian Finney-Smith,29,40,40,32.2,3.2,7.8,0.416,1.9,5.4,0.355,1.3,2.3,0.559,0.54,0.8,1,0.75,1.7,3,4.7,1.5,1,0.5,0.9,2,9.1,DAL
5,Reggie Bullock,31,78,55,30.3,2.5,6,0.409,1.9,5.1,0.38,0.5,0.9,0.562,0.569,0.3,0.5,0.703,0.4,3.2,3.6,1.4,0.7,0.2,0.5,2.1,7.2,DAL
6,Tim Hardaway Jr.,30,71,45,30.3,4.8,11.9,0.401,3,7.7,0.385,1.8,4.2,0.431,0.527,1.8,2.3,0.77,0.3,3.2,3.5,1.8,0.7,0.2,0.8,1.7,14.4,DAL
7,Christian Wood,27,67,17,25.9,5.9,11.5,0.515,1.6,4.2,0.376,4.3,7.3,0.594,0.583,3.2,4.2,0.772,1.3,6,7.3,1.8,0.4,1.1,1.8,2.5,16.6,DAL
8,Josh Green,22,60,21,25.7,3.4,6.4,0.537,1.1,2.8,0.402,2.3,3.6,0.643,0.626,1.1,1.6,0.723,0.9,2.1,3,1.7,0.7,0.1,1.2,2.6,9.1,DAL
9,Maxi Kleber,31,37,5,25.1,2.1,4.6,0.456,1.1,3,0.348,1,1.5,0.667,0.571,0.7,1,0.711,0.8,2.8,3.6,1.4,0.3,0.8,0.7,2.3,5.9,DAL
10,Dwight Powell,31,76,64,19.2,2.6,3.5,0.732,0,0.1,0,2.6,3.5,0.746,0.732,1.5,2.2,0.667,2,2.2,4.1,0.9,0.6,0.3,0.9,2.8,6.7,DAL
11,Justin Holiday,33,18,2,16.4,1.6,4.4,0.367,0.9,3.1,0.286,0.7,1.3,0.565,0.468,0.3,0.4,0.625,0.2,1.6,1.8,0.9,0.8,0.5,0.6,1.7,4.4,DAL
12,Kemba Walker,32,9,1,16,2.7,6.3,0.421,0.8,3.1,0.25,1.9,3.2,0.586,0.482,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8,DAL
